id,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,fault_type
1768,867,887,681373,681396,236,52,32,28625,112,133,1364,0,1,50,0.6994,0.487,0.8696,0.0147,0.3846,0.7188,1.0,0.1304,-0.0524,0.7411,Other_Faults
1670,483,512,5060301,5060316,206,41,21,25181,104,143,1632,1,0,200,0.5919,0.5264,0.5172,0.0178,0.7073,0.7143,0.0,-0.4828,-0.045,0.7079,Other_Faults
361,852,860,222646,222657,69,8,11,13099,164,205,1387,0,1,40,0.7599,0.2159,0.7273,0.0058,1.0,1.0,1.0,0.2727,0.4831,0.1934,K_Scatch
1167,1272,1286,290640,290652,125,15,12,12560,61,125,1688,1,0,70,0.4763,0.256,0.8571,0.0083,0.9333,1.0,0.0,-0.1429,-0.215,0.2901,Bumps
613,41,213,1637218,1637282,6206,257,128,641502,39,127,1356,0,1,40,0.0605,0.4362,0.3721,0.1268,0.6693,0.5,0.0,-0.6279,-0.1924,1.0,K_Scatch
479,39,190,1735985,1736165,11355,639,388,1299720,31,141,1402,0,1,40,0.0556,0.5822,0.8389,0.1077,0.2363,0.4639,1.0,0.1611,-0.1058,1.0,K_Scatch
114,1688,1694,247330,247414,359,29,84,19226,30,93,1696,0,1,90,0.0024,0.2877,0.0714,0.0035,0.2069,1.0,1.0,0.9286,-0.5816,0.7933,Pastry
1700,545,559,86815,86886,500,83,76,49038,86,110,1392,0,1,220,0.7831,0.497,0.1972,0.0101,0.1687,0.9342,1.0,0.8028,-0.2338,0.9902,Other_Faults
1327,1021,1036,754445,754492,294,51,49,39987,127,157,1372,0,1,40,0.4898,0.583,0.3192,0.0109,0.2941,0.9592,1.0,0.6809,0.0626,0.9361,Other_Faults
1103,751,763,424082,424112,212,38,32,23916,90,125,1358,0,1,175,0.8763,0.4111,0.4,0.0088,0.3158,0.9375,1.0,0.6,-0.1187,0.5951,Bumps
1156,195,225,921071,921130,790,103,83,104560,119,149,1692,1,0,80,0.2305,0.5537,0.5085,0.0177,0.2913,0.7108,1.0,0.4915,0.034,0.9999,Bumps
1266,396,418,4116853,4116868,231,26,16,25096,56,141,1356,1,0,200,0.5841,0.3,0.6818,0.0162,0.8461,0.9375,0.0,-0.3182,-0.1512,0.5461,Bumps
1049,1009,1020,1067161,1067171,68,14,10,7634,96,132,1624,1,0,70,0.7438,0.3818,0.9091,0.0068,0.7857,1.0,0.0,-0.0909,-0.1229,0.2173,Bumps
1640,462,472,10369596,10369620,150,17,24,17768,105,132,1360,0,1,40,0.6794,0.375,0.4167,0.0074,0.5882,1.0,1.0,0.5833,-0.0746,0.3977,Other_Faults
736,241,360,3711661,3711800,7080,492,293,773694,43,140,1666,0,1,40,0.2893,0.572,0.8561,0.0714,0.2419,0.4744,1.0,0.1439,-0.1463,1.0,K_Scatch
1016,553,567,745890,745905,165,16,15,16601,70,124,1632,1,0,100,0.6777,0.2143,0.9333,0.0086,0.875,1.0,1.0,0.0667,-0.214,0.3509,Bumps
1759,458,519,2871825,2871852,543,81,46,58157,93,119,1350,1,0,70,0.6785,0.6703,0.4426,0.0452,0.7531,0.587,0.0,-0.5574,-0.1633,0.9999,Other_Faults
496,39,197,2098167,2098332,10821,754,454,1238454,36,140,1400,0,1,40,0.0557,0.5849,0.9576,0.1129,0.2095,0.3634,1.0,0.0424,-0.1059,1.0,K_Scatch
1366,647,667,2162587,2162594,62,24,15,5744,82,109,1370,1,0,80,0.9445,0.5571,0.35,0.0146,0.8333,0.4667,0.0,-0.65,-0.2762,0.2532,Other_Faults
1709,113,153,310621,310797,2281,365,268,287273,113,143,1394,0,1,220,0.1621,0.676,0.2273,0.0287,0.1096,0.6567,1.0,0.7727,-0.0161,1.0,Other_Faults
1919,271,291,1488866,1488885,204,38,22,23155,105,126,1362,0,1,40,0.3979,0.4632,0.95,0.0147,0.5263,0.8636,0.0,-0.05,-0.1132,0.6268,Other_Faults
1618,43,55,1230580,1230589,83,14,10,9452,101,127,1650,1,0,70,0.0521,0.2315,0.75,0.0073,0.8571,0.9,0.0,-0.25,-0.1103,0.215,Other_Faults
1011,1175,1187,2488529,2488541,111,14,12,11868,93,124,1352,1,0,100,0.2441,0.2292,1.0,0.0089,0.8571,1.0,0.5,0.0,-0.1647,0.2583,Bumps
1852,1109,1134,219220,219230,116,33,32,18402,150,172,1353,0,1,100,0.3237,0.536,0.4,0.0185,0.7576,0.3125,0.0,-0.6,0.2394,0.4138,Other_Faults
1914,389,406,516427,516436,67,22,16,8596,120,143,1362,0,1,40,0.5712,0.5621,0.5294,0.0125,0.7727,0.5625,0.0,-0.4706,0.0023,0.2699,Other_Faults
1725,1374,1382,1036577,1036598,110,9,21,11570,93,118,1387,0,1,40,0.0072,0.3452,0.381,0.0058,0.8889,1.0,1.0,0.6191,-0.1783,0.2901,Other_Faults
939,24,33,2089982,2089996,94,13,14,8943,78,109,1690,1,0,60,0.0284,0.254,0.6429,0.0053,0.6923,1.0,1.0,0.3571,-0.2567,0.2359,Bumps
1864,953,975,2262960,2262963,52,22,8,6105,80,159,1692,1,0,70,0.8475,0.2121,0.1364,0.013,1.0,0.375,0.0,-0.8636,-0.0828,0.1715,Other_Faults
492,41,185,1934838,1934989,9576,564,343,1098162,37,141,1402,0,1,40,0.0585,0.5596,0.9536,0.1027,0.2553,0.4402,1.0,0.0464,-0.1041,1.0,K_Scatch
1074,895,904,10343919,10343928,50,11,9,6005,112,127,1360,0,1,40,0.6706,0.3827,1.0,0.0066,0.8182,1.0,0.5,0.0,-0.0617,0.1862,Bumps
463,41,191,1540695,1540855,12260,660,378,1424210,33,141,1402,0,1,40,0.0585,0.4892,0.9375,0.107,0.2273,0.4233,1.0,0.0625,-0.0924,1.0,K_Scatch
485,41,189,1853169,1853339,10880,649,409,1245114,33,141,1400,0,1,40,0.0586,0.5676,0.8706,0.1057,0.228,0.4157,1.0,0.1294,-0.1059,1.0,K_Scatch
411,41,216,713328,713531,18908,853,535,2264960,24,143,1402,0,1,40,0.0585,0.4678,0.8621,0.1248,0.2052,0.3794,1.0,0.1379,-0.0641,1.0,K_Scatch
120,1571,1585,689792,689890,861,78,98,90154,91,126,1696,0,1,90,0.1309,0.3724,0.1429,0.0082,0.1795,1.0,1.0,0.8571,-0.182,0.9992,Pastry
938,1531,1539,1757997,1758011,67,13,15,6652,86,111,1688,1,0,60,0.1765,0.4018,0.5714,0.0047,0.6154,0.9333,1.0,0.4286,-0.2244,0.2195,Bumps
877,542,564,51943,51952,132,32,20,14760,104,119,1227,0,1,40,0.8835,0.3333,0.4091,0.0179,0.6875,0.45,0.0,-0.5909,-0.1264,0.3329,Bumps
1782,1175,1274,114719,114762,1666,186,121,182339,96,127,1356,0,1,40,0.1209,0.6086,0.4343,0.073,0.5323,0.3554,0.0,-0.5657,-0.1449,1.0,Other_Faults
608,41,214,1576890,1576955,6353,260,120,657020,37,125,1358,0,1,40,0.0604,0.435,0.3757,0.1274,0.6654,0.5417,0.0,-0.6243,-0.192,1.0,K_Scatch
858,618,625,2172852,2172874,105,16,23,12094,106,125,1366,0,1,100,0.9048,0.3182,0.3182,0.0051,0.4375,0.9565,1.0,0.6818,-0.1001,0.2712,Dirtiness
696,41,216,2957266,2957336,6653,302,155,693100,42,124,1358,0,1,40,0.0604,0.4569,0.4,0.1289,0.5795,0.4516,0.0,-0.6,-0.1861,1.0,K_Scatch
1104,1289,1305,534066,534095,217,60,39,26032,108,133,1360,0,1,175,0.0809,0.5323,0.5517,0.0118,0.2667,0.7436,1.0,0.4483,-0.0628,0.7462,Bumps
1788,216,228,2150440,2150452,106,12,13,12235,107,124,1387,0,1,40,0.3115,0.2639,1.0,0.0087,1.0,0.9231,0.5,0.0,-0.0983,0.2583,Other_Faults
502,39,186,2229552,2229707,9484,655,382,1083941,41,141,1400,0,1,40,0.0557,0.5838,0.9484,0.105,0.2244,0.4058,1.0,0.0516,-0.1071,1.0,K_Scatch
1879,949,970,1037445,1037462,156,39,24,17756,101,127,1370,1,0,69,0.5839,0.563,0.8095,0.0153,0.5385,0.7083,0.0,-0.1905,-0.1108,0.5903,Other_Faults
922,908,914,414919,414931,52,11,12,5249,86,118,1692,1,0,60,0.9196,0.2778,0.5,0.0036,0.5454,1.0,1.0,0.5,-0.2114,0.1773,Bumps
1076,1145,1159,10507433,10507445,107,15,12,12374,104,126,1358,0,1,40,0.2931,0.3631,0.8571,0.0103,0.9333,1.0,0.0,-0.1429,-0.0965,0.2901,Bumps
897,935,947,1035255,1035264,66,14,9,6760,84,127,1690,1,0,60,0.8793,0.3889,0.75,0.0071,0.8571,1.0,0.0,-0.25,-0.1998,0.215,Bumps
1833,699,708,86285,86296,57,11,12,10612,179,197,1353,0,1,200,0.9534,0.4242,0.8182,0.0066,0.8182,0.9167,1.0,0.1818,0.4545,0.2051,Other_Faults
1070,770,780,1608591,1608609,121,14,18,12773,91,124,1354,1,0,80,0.8479,0.3278,0.5556,0.0074,0.7143,1.0,1.0,0.4444,-0.1753,0.3068,Bumps
1851,103,112,208092,208112,108,20,22,16455,145,159,1353,0,1,100,0.1523,0.4,0.45,0.0066,0.45,0.9091,1.0,0.55,0.1903,0.3068,Other_Faults
1330,1050,1071,856766,856784,180,33,23,22591,119,135,1376,0,1,40,0.4433,0.5238,0.8571,0.0153,0.6364,0.7826,0.0,-0.1429,-0.0195,0.6236,Other_Faults
1442,300,312,2665729,2665742,124,12,14,13351,85,125,1656,1,0,100,0.3623,0.2051,0.9231,0.0072,1.0,0.9286,1.0,0.0769,-0.1588,0.2739,Other_Faults
635,39,216,1903355,1903423,6878,247,128,709363,38,126,1358,0,1,40,0.0574,0.4286,0.3842,0.1303,0.7166,0.5313,0.0,-0.6158,-0.1943,1.0,K_Scatch
1462,782,804,798878,798912,576,34,34,61342,84,133,1362,0,1,40,0.8194,0.2299,0.6471,0.0161,0.6471,1.0,1.0,0.3529,-0.168,0.9513,Other_Faults
1183,1619,1637,2051872,2051892,248,18,20,22134,53,124,1692,1,0,70,0.065,0.3111,0.9,0.0106,1.0,1.0,1.0,0.1,-0.3027,0.5951,Bumps
1860,1677,1688,2058260,2058272,95,14,12,5714,24,93,1692,1,0,70,0.0047,0.2803,0.9167,0.0065,0.7857,1.0,1.0,0.0833,-0.5301,0.2432,Other_Faults
932,539,547,1294968,1294979,70,9,11,7964,94,133,1688,1,0,60,0.6386,0.2045,0.7273,0.0047,0.8889,1.0,1.0,0.2727,-0.1112,0.1934,Bumps
766,855,861,237729,237731,6,6,2,775,118,136,1358,0,1,50,0.732,0.5,0.3333,0.0044,1.0,1.0,0.0,-0.6667,0.0091,0.1262,Stains
1375,445,790,4569159,4569177,4307,361,123,361568,64,118,1360,1,0,100,0.6544,0.3064,0.0522,0.2537,0.9557,0.1463,0.0,-0.9478,-0.3442,1.0,Other_Faults
1287,775,783,1370789,1370812,111,16,23,13374,110,134,1358,0,1,40,0.8468,0.3967,0.3478,0.0059,0.5,1.0,1.0,0.6522,-0.0587,0.3125,Other_Faults
1798,375,388,428222,428235,59,20,15,5791,87,126,1360,1,0,300,0.5515,0.6509,1.0,0.0096,0.65,0.8667,0.5,0.0,-0.2332,0.2914,Other_Faults
175,63,82,287835,287869,400,49,42,35427,78,101,1356,1,0,70,0.0929,0.3808,0.5588,0.014,0.3878,0.8095,1.0,0.4412,-0.3081,0.9082,Z_Scratch
1760,79,86,2887095,2887114,86,17,19,9690,102,123,1350,1,0,70,0.117,0.3534,0.3684,0.0052,0.4118,1.0,1.0,0.6316,-0.1197,0.2445,Other_Faults
933,947,960,1388292,1388304,107,15,12,10416,65,119,1690,1,0,60,0.8639,0.3141,0.9231,0.0077,0.8667,1.0,0.0,-0.0769,-0.2395,0.2739,Bumps
435,41,218,1196243,1196445,16164,861,522,1868220,23,141,1400,0,1,40,0.0586,0.5479,0.8762,0.1264,0.2056,0.387,1.0,0.1238,-0.097,1.0,K_Scatch
1061,586,616,1862942,1862979,767,42,37,55228,12,134,1624,1,0,70,0.7217,0.309,0.8108,0.0185,0.7143,1.0,1.0,0.1892,-0.4375,0.9954,Bumps
997,305,313,836762,836771,51,10,9,5779,92,134,1690,1,0,150,0.3609,0.2917,0.8889,0.0047,0.8,1.0,1.0,0.1111,-0.1147,0.1773,Bumps
1260,133,149,3778014,3778041,231,25,27,21300,67,124,1364,1,0,200,0.195,0.4653,0.5926,0.0117,0.64,1.0,1.0,0.4074,-0.2796,0.7037,Bumps
1789,1299,1306,336968,336982,54,9,14,6167,106,127,1358,1,0,100,0.0766,0.449,0.5,0.0052,0.7778,1.0,1.0,0.5,-0.1078,0.204,Other_Faults
1198,1268,1285,571986,572004,196,23,18,18986,82,118,1368,1,0,80,0.1213,0.3595,0.9444,0.0124,0.7391,1.0,1.0,0.0556,-0.2432,0.5063,Bumps
450,39,217,1359602,1359742,10276,552,319,1187807,25,141,1400,0,1,40,0.0557,0.5876,0.7865,0.1271,0.3225,0.4389,0.0,-0.2135,-0.097,1.0,K_Scatch
1003,1161,1170,2173332,2173340,56,10,9,5966,90,124,1710,1,0,100,0.6316,0.2222,0.8889,0.0053,0.9,0.8889,0.0,-0.1111,-0.1677,0.1773,Bumps
970,920,928,1862719,1862728,52,9,9,5816,101,126,1358,0,1,40,0.6333,0.2778,0.8889,0.0059,0.8889,1.0,1.0,0.1111,-0.1262,0.1773,Bumps
484,39,192,1842518,1842677,11211,639,387,1293558,35,141,1402,0,1,40,0.0556,0.5391,0.9623,0.1091,0.2394,0.4108,1.0,0.0377,-0.0986,1.0,K_Scatch
1259,154,166,3755477,3755492,122,13,15,10893,65,111,1364,1,0,200,0.2258,0.3222,0.8,0.0088,0.9231,1.0,1.0,0.2,-0.3025,0.3068,Bumps
162,193,205,82308,82319,84,19,11,9155,99,118,1354,1,0,70,0.2851,0.3636,0.9167,0.0089,0.6316,1.0,0.0,-0.0833,-0.1485,0.2432,Z_Scratch
151,16,26,786881,786900,136,19,19,16571,99,143,1358,1,0,70,0.0236,0.2842,0.5263,0.0074,0.5263,1.0,1.0,0.4737,-0.0481,0.3212,Pastry
755,1217,1225,1413272,1413276,12,9,4,1509,112,143,1358,0,1,50,0.1959,0.625,0.5,0.0059,0.8889,1.0,0.0,-0.5,-0.0176,0.1417,Stains
17,90,104,751059,751132,552,38,76,59750,79,134,1687,0,1,150,0.1067,0.4599,0.1918,0.0083,0.3684,0.9605,1.0,0.8082,-0.1543,0.9918,Pastry
1338,349,362,1115618,1115654,270,34,38,28445,96,126,1372,0,1,40,0.5088,0.4231,0.3611,0.0095,0.3823,0.9474,1.0,0.6389,-0.1769,0.7512,Other_Faults
128,1593,1608,1724027,1724129,927,65,103,89508,68,127,1698,0,1,90,0.106,0.3941,0.1471,0.0088,0.2308,0.9903,1.0,0.8529,-0.2456,0.9997,Pastry
1332,346,357,900068,900098,182,29,30,22232,115,133,1370,0,1,40,0.5051,0.4485,0.3667,0.008,0.3793,1.0,1.0,0.6333,-0.0457,0.5461,Other_Faults
674,41,214,2566935,2566997,6075,242,131,633606,47,127,1358,0,1,40,0.0604,0.4336,0.3584,0.1274,0.7149,0.4733,0.0,-0.6416,-0.1852,1.0,K_Scatch
1458,1118,1130,2673603,2673616,118,16,13,14120,103,253,1358,0,1,40,0.3358,0.2436,0.9231,0.0088,0.75,1.0,1.0,0.0769,-0.0652,0.2739,Other_Faults
1177,1034,1047,778450,778465,132,16,15,13800,68,140,1688,1,0,70,0.7595,0.3231,0.8667,0.0077,0.8125,1.0,1.0,0.1333,-0.1832,0.3285,Bumps
727,13,871,139939,140094,15208,861,501,1741571,22,143,1378,0,1,40,0.0189,0.8856,0.1806,0.6226,0.9965,0.3094,0.0,-0.8194,-0.1053,1.0,K_Scatch
891,936,944,597956,597966,50,10,10,5345,93,127,1692,1,0,60,0.8842,0.375,0.8,0.0047,0.8,1.0,1.0,0.2,-0.1648,0.1852,Bumps
1168,832,856,310567,310597,335,39,31,35066,82,127,1690,1,0,70,0.9846,0.5347,0.8,0.0142,0.6154,0.9677,1.0,0.2,-0.1822,0.9419,Bumps
274,210,224,1761692,1761703,61,17,11,7309,112,132,1356,1,0,70,0.3097,0.6039,0.7857,0.0103,0.8235,1.0,0.0,-0.2143,-0.0639,0.2712,Z_Scratch
1633,1162,1174,1895154,1895167,71,21,15,9944,131,151,1364,1,0,120,0.2786,0.5449,0.9231,0.0088,0.5714,0.8667,1.0,0.0769,0.0942,0.2739,Other_Faults
734,250,373,3629947,3630060,6114,320,197,633741,40,134,1666,0,1,40,0.3001,0.5601,0.9187,0.0738,0.3844,0.5736,0.0,-0.0813,-0.1902,1.0,K_Scatch
495,41,193,1970337,1970509,10941,685,407,1246740,40,140,1402,0,1,40,0.0585,0.5815,0.8837,0.1084,0.2219,0.4226,1.0,0.1163,-0.1098,1.0,K_Scatch
1122,1318,1329,2287245,2287276,224,25,31,22017,77,126,1364,0,1,100,0.0513,0.3431,0.3548,0.0081,0.44,1.0,1.0,0.6452,-0.2321,0.5642,Bumps
1777,1244,1281,57715,57763,649,110,71,61937,85,117,1360,0,1,40,0.1162,0.6346,0.7708,0.0272,0.3364,0.6761,1.0,0.2292,-0.2544,0.9999,Other_Faults
1758,92,115,2797518,2797525,77,25,10,6702,76,101,1354,1,0,70,0.1359,0.5217,0.3043,0.017,0.92,0.7,0.0,-0.6956,-0.32,0.2806,Other_Faults
1786,1138,1157,240466,240480,146,25,18,16579,105,127,1356,0,1,40,0.2935,0.4511,0.7368,0.014,0.76,0.7778,0.0,-0.2632,-0.1129,0.4399,Other_Faults
572,126,163,544375,544389,200,50,30,24389,114,134,1358,0,1,40,0.1856,0.6139,0.3784,0.0272,0.74,0.4667,0.0,-0.6216,-0.0473,0.8082,K_Scatch
1367,796,822,2182560,2182564,68,26,11,6013,79,101,1370,1,0,80,0.8,0.3462,0.1539,0.019,1.0,0.3636,0.0,-0.8461,-0.3092,0.2105,Other_Faults
690,41,218,2840169,2840236,6503,264,135,677593,40,124,1358,0,1,40,0.0604,0.4516,0.3785,0.1303,0.6704,0.4963,0.0,-0.6215,-0.186,1.0,K_Scatch
1639,331,347,2077064,2077074,88,17,11,10515,111,132,1692,1,0,70,0.3913,0.45,0.625,0.0095,0.9412,0.9091,0.0,-0.375,-0.0665,0.2792,Other_Faults
232,242,252,1137747,1137757,55,20,14,6483,109,127,1354,1,0,70,0.3575,0.45,1.0,0.0074,0.5,0.7143,0.5,0.0,-0.0791,0.2061,Z_Scratch
465,39,191,1565555,1565703,13114,618,381,1507625,33,141,1400,0,1,40,0.0557,0.4171,0.9737,0.1086,0.2459,0.3884,0.0,-0.0263,-0.1019,1.0,K_Scatch
1554,1323,1328,1484300,1484326,86,13,26,10024,108,126,1352,0,1,40,0.0355,0.3385,0.1923,0.0037,0.3846,1.0,1.0,0.8077,-0.0894,0.2408,Other_Faults
892,1010,1017,673841,673860,88,14,19,9432,95,125,1692,1,0,60,0.7979,0.3383,0.3684,0.0041,0.5,1.0,1.0,0.6316,-0.1626,0.2445,Bumps
312,26,40,2535272,2535292,205,24,21,26503,108,148,1354,1,0,70,0.0384,0.2679,0.7,0.0103,0.5833,0.9524,1.0,0.3,0.01,0.463,Z_Scratch
1384,460,555,2161400,2161408,343,106,28,39231,105,127,1358,0,1,40,0.6775,0.5487,0.0842,0.07,0.8962,0.2857,0.0,-0.9158,-0.1064,0.9549,Other_Faults
910,967,976,2690125,2690135,67,13,10,6947,84,119,1690,1,0,60,0.845,0.2556,0.9,0.0053,0.6923,1.0,1.0,0.1,-0.19,0.1954,Bumps
1105,1015,1023,639490,639507,81,17,17,10095,113,143,1362,0,1,175,0.4978,0.4044,0.4706,0.0059,0.4706,1.0,1.0,0.5294,-0.0263,0.2482,Bumps
158,1166,1185,2258648,2258662,123,33,17,15858,116,143,1708,1,0,100,0.6124,0.5376,0.7368,0.0111,0.5758,0.8235,0.0,-0.2632,0.0072,0.4399,Z_Scratch
986,576,586,1581945,1581952,54,12,7,7555,123,159,1652,1,0,69,0.6973,0.2286,0.7,0.006,0.8333,1.0,0.0,-0.3,0.093,0.1753,Bumps
1560,607,611,210504,210509,18,4,5,2034,102,124,1694,1,0,100,0.7167,0.1,0.8,0.0024,1.0,1.0,1.0,0.2,-0.1172,0.1322,Other_Faults
1409,1080,1088,2136974,2136983,48,8,9,5418,98,132,1687,1,0,70,0.7101,0.3333,0.8889,0.0047,1.0,1.0,1.0,0.1111,-0.1182,0.1773,Other_Faults
265,31,50,1647143,1647194,445,72,55,46236,91,118,1354,1,0,70,0.0458,0.5408,0.3726,0.014,0.2639,0.9273,1.0,0.6274,-0.1883,0.9884,Z_Scratch
1891,1292,1372,1506506,1506552,1973,134,80,240091,105,140,1658,1,0,143,0.345,0.4639,0.575,0.0483,0.597,0.575,0.0,-0.425,-0.0493,1.0,Other_Faults
98,971,979,1246698,1246717,109,15,19,12212,100,127,1694,0,1,70,0.8442,0.2829,0.4211,0.0047,0.5333,1.0,1.0,0.5789,-0.1247,0.2686,Pastry
1452,1136,1150,4082892,4082910,191,17,18,22601,101,135,1666,0,1,40,0.6194,0.2421,0.7778,0.0084,0.8235,1.0,1.0,0.2222,-0.0755,0.417,Other_Faults
236,1341,1347,1184511,1184525,51,17,14,4499,51,117,1358,1,0,70,0.0162,0.3929,0.4286,0.0044,0.3529,1.0,1.0,0.5714,-0.3108,0.1892,Z_Scratch
1714,1303,1315,9708110,9708157,347,43,51,37960,95,127,1362,0,1,40,0.069,0.3848,0.2553,0.0088,0.2791,0.9216,1.0,0.7447,-0.1453,0.8513,Other_Faults
1337,357,378,1090984,1091013,229,53,37,27597,111,134,1372,0,1,40,0.5204,0.624,0.7241,0.0153,0.3962,0.7838,1.0,0.2759,-0.0585,0.8854,Other_Faults
532,39,182,65059,65121,4471,248,116,470165,39,135,1360,0,1,40,0.0573,0.4957,0.4336,0.1051,0.5766,0.5345,0.0,-0.5664,-0.1785,1.0,K_Scatch
1239,1120,1145,2530763,2530797,574,35,35,64288,89,126,1358,0,1,40,0.3137,0.3247,0.7353,0.0184,0.7143,0.9714,1.0,0.2647,-0.125,0.9747,Bumps
1422,989,1000,800963,800972,68,13,10,7457,91,125,1364,1,0,70,0.5337,0.3131,0.8182,0.0081,0.8461,0.9,0.0,-0.1818,-0.1433,0.2051,Other_Faults
1665,1013,1032,3552722,3552733,168,19,11,15757,61,124,1360,1,0,200,0.4823,0.1962,0.5789,0.014,1.0,1.0,0.0,-0.4211,-0.2673,0.3494,Other_Faults
1024,248,255,3568704,3568718,63,12,14,7202,104,127,1648,1,0,80,0.301,0.3571,0.5,0.0043,0.5833,1.0,1.0,0.5,-0.1069,0.204,Bumps
117,1571,1583,435871,435916,379,35,45,37695,80,124,1700,0,1,90,0.1376,0.2982,0.2667,0.0071,0.3429,1.0,1.0,0.7333,-0.223,0.8299,Pastry
1230,1056,1077,4364066,4364076,106,35,22,10747,89,116,1362,1,0,80,0.4185,0.4952,0.4762,0.0154,0.6,0.4545,0.0,-0.5238,-0.2079,0.3509,Bumps
481,39,195,1810559,1810727,11813,591,367,1361903,27,141,1400,0,1,40,0.0557,0.5493,0.9286,0.1114,0.264,0.4578,1.0,0.0714,-0.0993,1.0,K_Scatch
975,482,490,2102085,2102099,68,14,14,7747,105,127,1354,0,1,40,0.712,0.3929,0.5714,0.0059,0.5714,1.0,1.0,0.4286,-0.1099,0.2195,Bumps
1246,1152,1167,6571361,6571375,133,19,14,15524,107,127,1362,0,1,40,0.2863,0.3667,0.9333,0.011,0.7895,1.0,0.0,-0.0667,-0.0881,0.3509,Bumps
1765,129,173,439740,439763,366,59,42,42778,107,134,1358,0,1,175,0.19,0.6383,0.5227,0.0324,0.7458,0.5476,0.0,-0.4773,-0.0869,0.9913,Other_Faults
1900,900,916,693632,693638,53,17,8,6697,110,143,1692,1,0,143,0.9173,0.4479,0.375,0.0095,0.9412,0.75,0.0,-0.625,-0.0128,0.2018,Other_Faults
1497,253,265,220228,220253,200,30,25,18651,66,108,1692,0,1,300,0.2991,0.3333,0.48,0.0071,0.4,1.0,1.0,0.52,-0.2715,0.4963,Other_Faults
935,118,128,1566617,1566638,126,22,21,13355,90,119,1690,1,0,60,0.1396,0.4,0.4762,0.0059,0.4545,1.0,1.0,0.5238,-0.1719,0.3509,Bumps
174,30,39,274230,274244,54,17,15,5912,97,132,1354,1,0,70,0.0443,0.5714,0.6429,0.0066,0.5294,0.9333,1.0,0.3571,-0.1447,0.2359,Z_Scratch
457,43,194,1448373,1448535,12108,614,359,1402972,34,141,1402,0,1,40,0.0613,0.505,0.9321,0.1077,0.2459,0.4512,1.0,0.0679,-0.0948,1.0,K_Scatch
1508,1224,1248,133270,133321,461,64,60,54676,112,132,1396,0,1,120,0.212,0.6234,0.4706,0.0172,0.375,0.85,1.0,0.5294,-0.0734,0.9979,Other_Faults
721,87,211,7797464,7797516,3900,203,90,425840,71,127,1360,0,1,40,0.1279,0.3952,0.4193,0.0912,0.6108,0.5778,0.0,-0.5806,-0.147,1.0,K_Scatch
1840,16,32,21104,21135,225,51,57,33183,133,165,1353,0,1,100,0.0236,0.5464,0.5161,0.0118,0.3137,0.5439,1.0,0.4839,0.1522,0.7844,Other_Faults
1871,1253,1263,2860158,2860168,76,13,10,7943,79,125,1688,1,0,70,0.5035,0.24,1.0,0.0059,0.7692,1.0,0.5,0.0,-0.1835,0.2061,Other_Faults
1626,588,596,1751958,1751967,55,10,9,6243,96,127,1650,1,0,70,0.7127,0.2361,0.8889,0.0049,0.8,1.0,1.0,0.1111,-0.1132,0.1773,Other_Faults
1801,1122,1133,828904,828914,68,14,10,6049,77,101,1360,1,0,300,0.3338,0.3818,0.9091,0.0081,0.7857,1.0,0.0,-0.0909,-0.305,0.2173,Other_Faults
216,144,164,936743,936828,1148,85,94,121595,89,132,1354,1,0,70,0.2127,0.3247,0.2353,0.0148,0.2353,0.9043,1.0,0.7647,-0.1725,0.9999,Z_Scratch
1373,344,353,2278012,2278020,46,10,8,5003,95,127,1354,1,0,80,0.5081,0.3611,0.8889,0.0066,0.9,1.0,0.0,-0.1111,-0.1503,0.1773,Other_Faults
724,2,226,29657,29792,16052,805,400,1594353,26,126,1358,0,1,50,0.003,0.4692,0.6027,0.1649,0.2783,0.3375,0.0,-0.3973,-0.224,1.0,K_Scatch
1106,693,705,697863,697905,239,30,43,27364,100,126,1360,0,1,175,0.9632,0.5258,0.2857,0.0088,0.4,0.9767,1.0,0.7143,-0.1055,0.7933,Bumps
773,805,811,598090,598094,16,6,4,2034,110,140,1360,0,1,50,0.8073,0.3333,0.6667,0.0044,1.0,1.0,0.0,-0.3333,-0.0068,0.1353,Stains
550,41,184,299413,299460,3936,182,93,407075,38,124,1362,0,1,40,0.0602,0.4144,0.3287,0.105,0.7857,0.5054,0.0,-0.6713,-0.192,1.0,K_Scatch
561,39,175,409491,409539,3920,166,88,407163,45,125,1360,0,1,40,0.0573,0.3995,0.3529,0.1,0.8193,0.5454,0.0,-0.6471,-0.1885,1.0,K_Scatch
1020,267,280,1786108,1786124,154,19,16,17564,93,132,1656,1,0,80,0.3225,0.2596,0.8125,0.0078,0.6842,1.0,1.0,0.1875,-0.109,0.3479,Bumps
1420,779,796,1198171,1198188,198,21,18,18327,54,118,1353,0,1,50,0.8234,0.3149,1.0,0.0126,0.8095,0.9444,0.5,0.0,-0.2769,0.4779,Other_Faults
